timestamp,actual,prediction,model
2023-01-06,3895.080078125,3758.689233305895,NBEATS
2023-01-13,3999.090087890625,3975.579916605974,NBEATS
2023-01-20,3972.610107421875,3956.1865822228215,NBEATS
2023-01-27,4070.56005859375,3970.7460586207317,NBEATS
2023-02-03,4136.47998046875,3953.927951391287,NBEATS
2023-02-10,4090.4599609375,3961.562757876253,NBEATS
2023-02-17,4079.090087890625,4118.872771171834,NBEATS
2023-02-24,3970.0400390625,4093.5114710525986,NBEATS
2023-03-03,4045.639892578125,4092.1194727744905,NBEATS
2023-03-10,3861.590087890625,4138.735662530938,NBEATS
2023-03-17,3916.639892578125,3891.674938081575,NBEATS
2023-03-24,3970.989990234375,3861.9538067836265,NBEATS
2023-03-31,4109.31005859375,3988.3128458780416,NBEATS
2023-04-07,4105.02001953125,4056.2501450219543,NBEATS
2023-04-14,4137.64013671875,4117.393108558216,NBEATS
2023-04-21,4133.52001953125,4103.540386924511,NBEATS
2023-04-28,4169.47998046875,4029.7456847938524,NBEATS
2023-05-05,4136.25,4193.208988509331,NBEATS
2023-05-12,4124.080078125,4241.859386005208,NBEATS
2023-05-19,4191.97998046875,4176.932107402654,NBEATS
2023-05-26,4205.4501953125,4112.036565895936,NBEATS
2023-06-02,4282.3701171875,4093.1144639882223,NBEATS
2023-06-09,4298.85986328125,4084.216129764767,NBEATS
2023-06-16,4409.58984375,4235.342474449601,NBEATS
2023-06-23,4348.330078125,4187.56482455386,NBEATS
2023-06-30,4450.3798828125,4356.416503681571,NBEATS
2023-07-07,4398.9501953125,4496.43569318266,NBEATS
2023-07-14,4505.419921875,4314.780598908959,NBEATS
2023-07-21,4536.33984375,4348.856035214309,NBEATS
2023-07-28,4582.22998046875,4470.214300402107,NBEATS
2023-08-04,4478.02978515625,4486.050049912505,NBEATS
2023-08-11,4464.0498046875,4448.91301900116,NBEATS
2023-08-18,4369.7099609375,4443.156608541194,NBEATS
2023-08-25,4405.7099609375,4425.610141814168,NBEATS
2023-09-01,4515.77001953125,4360.5084298225065,NBEATS
2023-09-08,4457.490234375,4434.398429950957,NBEATS
2023-09-15,4450.31982421875,4405.206627724868,NBEATS
2023-09-22,4320.06005859375,4488.2267933255625,NBEATS
2023-09-29,4288.0498046875,4353.134896400601,NBEATS
2023-10-06,4308.5,4241.191477894391,NBEATS
2023-10-13,4327.77978515625,4169.58158888147,NBEATS
2023-10-20,4224.16015625,4254.635063311251,NBEATS
2023-10-27,4117.3701171875,4161.775094946663,NBEATS
2023-11-03,4358.33984375,4156.152273248561,NBEATS
2023-11-10,4415.240234375,4216.761270418095,NBEATS
2023-11-17,4514.02001953125,4394.109649436682,NBEATS
2023-11-24,4559.33984375,4429.379522080285,NBEATS
2023-12-01,4594.6298828125,4569.114201062262,NBEATS
2023-12-08,4604.3701171875,4399.975230503658,NBEATS
2023-12-15,4719.18994140625,4563.350891275224,NBEATS
2023-12-22,4754.6298828125,4633.109994983857,NBEATS
2023-12-29,4769.830078125,4641.540552427342,NBEATS
2024-01-05,4697.240234375,4662.052360743127,NBEATS
2024-01-12,4783.830078125,4713.274321453674,NBEATS
2024-01-19,4839.81005859375,4790.330039723655,NBEATS
2024-01-26,4890.97021484375,4690.284935777636,NBEATS
2024-02-02,4958.60986328125,4814.21179665839,NBEATS
2024-02-09,5026.60986328125,4766.62989447869,NBEATS
2024-02-16,5005.56982421875,4814.092685467966,NBEATS
2024-02-23,5088.7998046875,4989.727866905894,NBEATS
2024-03-01,5137.080078125,4901.026236754813,NBEATS
2024-03-08,5123.68994140625,5011.095281019871,NBEATS
2024-03-15,5117.08984375,5211.718266274847,NBEATS
2024-03-22,5234.18017578125,5191.486545472167,NBEATS
2024-03-29,5254.35009765625,5233.1730831686955,NBEATS
2024-04-05,5204.33984375,5152.506707572746,NBEATS
2024-04-12,5123.41015625,5087.44514622376,NBEATS
2024-04-19,4967.22998046875,5198.573482301052,NBEATS
2024-04-26,5099.9599609375,4979.293501050268,NBEATS
2024-05-03,5127.7900390625,5034.675446662507,NBEATS
2024-05-10,5222.68017578125,5018.726819630228,NBEATS
2024-05-17,5303.27001953125,5115.181782013449,NBEATS
2024-05-24,5304.72021484375,5331.918984890816,NBEATS
2024-05-31,5277.509765625,5288.813365162332,NBEATS
2024-06-07,5346.990234375,5306.6226515374365,NBEATS
2024-06-14,5431.60009765625,5328.790678474581,NBEATS
2024-06-21,5464.6201171875,5393.332590941717,NBEATS
2024-06-28,5460.47998046875,5299.686347104045,NBEATS
2024-07-05,5567.18994140625,5423.864673113842,NBEATS
2024-07-12,5615.35009765625,5535.336244450401,NBEATS
2024-07-19,5505.0,5573.044420460624,NBEATS
2024-07-26,5459.10009765625,5420.549684352237,NBEATS
2024-08-02,5346.56005859375,5536.43984655287,NBEATS
2024-08-09,5344.16015625,5381.573112251,NBEATS
2024-08-16,5554.25,5340.360179256472,NBEATS
2024-08-23,5634.60986328125,5441.288499251232,NBEATS
2024-08-30,5648.39990234375,5678.896881164888,NBEATS
2024-09-06,5408.419921875,5607.649734809254,NBEATS
2024-09-13,5626.02001953125,5388.072007900185,NBEATS
2024-09-20,5702.5498046875,5637.3174738580165,NBEATS
2024-09-27,5738.169921875,5606.474473158071,NBEATS
2024-10-04,5751.06982421875,5785.751686220168,NBEATS
2024-10-11,5815.02978515625,5703.875360001772,NBEATS
2024-10-18,5864.669921875,5721.320919026551,NBEATS
2024-10-25,5808.1201171875,5767.7411362525545,NBEATS
2024-11-01,5728.7998046875,5850.404232220047,NBEATS
