timestamp,actual,prediction,model
2023-01-06,3895.080078125,3845.9705658860066,ETS
2023-01-13,3999.090087890625,3894.5987634479616,ETS
2023-01-20,3972.610107421875,3992.418342894357,ETS
2023-01-27,4070.56005859375,3979.853772245647,ETS
2023-02-03,4136.47998046875,4065.4388892267157,ETS
2023-02-10,4090.4599609375,4133.567782161368,ETS
2023-02-17,4079.090087890625,4100.324301888009,ETS
2023-02-24,3970.0400390625,4086.5031857278304,ETS
2023-03-03,4045.639892578125,3988.1039121598005,ETS
2023-03-10,3861.590087890625,4044.2274498009338,ETS
2023-03-17,3916.639892578125,3887.0507123187936,ETS
2023-03-24,3970.989990234375,3918.3412046885296,ETS
2023-03-31,4109.31005859375,3970.114678545863,ETS
2023-04-07,4105.02001953125,4098.758383722573,ETS
2023-04-14,4137.64013671875,4109.353109746652,ETS
2023-04-21,4133.52001953125,4139.509956741933,ETS
2023-04-28,4169.47998046875,4139.227113199789,ETS
2023-05-05,4136.25,4171.132125973127,ETS
2023-05-12,4124.080078125,4145.191588910293,ETS
2023-05-19,4191.97998046875,4131.477700552404,ETS
2023-05-26,4205.4501953125,4190.245654912751,ETS
2023-06-02,4282.3701171875,4208.789228038249,ETS
2023-06-09,4298.85986328125,4279.1803308382705,ETS
2023-06-16,4409.58984375,4301.707201724537,ETS
2023-06-23,4348.330078125,4402.572203588443,ETS
2023-06-30,4450.3798828125,4359.459552800178,ETS
2023-07-07,4398.9501953125,4445.26513406753,ETS
2023-07-14,4505.419921875,4409.196564511491,ETS
2023-07-21,4536.33984375,4499.7164177727045,ETS
2023-07-28,4582.22998046875,4537.313214070258,ETS
2023-08-04,4478.02978515625,4582.27927956829,ETS
2023-08-11,4464.0498046875,4494.770262978494,ETS
2023-08-18,4369.7099609375,4472.554405988718,ETS
2023-08-25,4405.7099609375,4386.279721820656,ETS
2023-09-01,4515.77001953125,4408.590992498621,ETS
2023-09-08,4457.490234375,4508.836870749531,ETS
2023-09-15,4450.31982421875,4468.301511504814,ETS
2023-09-22,4320.06005859375,4457.393538238063,ETS
2023-09-29,4288.0498046875,4340.4834084415825,ETS
2023-10-06,4308.5,4298.9619458302495,ETS
2023-10-13,4327.77978515625,4312.474343226883,ETS
2023-10-20,4224.16015625,4331.109909031933,ETS
2023-10-27,4117.3701171875,4241.16804788992,ETS
2023-11-03,4358.33984375,4136.252023114769,ETS
2023-11-10,4415.240234375,4338.516382786277,ETS
2023-11-17,4514.02001953125,4411.700376594071,ETS
2023-11-24,4559.33984375,4507.624552525258,ETS
2023-12-01,4594.6298828125,4558.615560776431,ETS
2023-12-08,4604.3701171875,4595.667196414489,ETS
2023-12-15,4719.18994140625,4608.466268056018,ETS
2023-12-22,4754.6298828125,4711.874284407904,ETS
2023-12-29,4769.830078125,4754.928667807559,ETS
2024-01-05,4697.240234375,4773.249096164242,ETS
2024-01-12,4783.830078125,4710.830540124427,ETS
2024-01-19,4839.81005859375,4780.7437455176905,ETS
2024-01-26,4890.97021484375,4838.289706705311,ETS
2024-02-02,4958.60986328125,4890.170144273653,ETS
2024-02-09,5026.60986328125,4956.052153165597,ETS
2024-02-16,5005.56982421875,5023.822086832588,ETS
2024-02-23,5088.7998046875,5012.723965905478,ETS
2024-03-01,5137.080078125,5085.399982719758,ETS
2024-03-08,5123.68994140625,5136.41694836771,ETS
2024-03-15,5117.08984375,5130.236978059409,ETS
2024-03-22,5234.18017578125,5123.682601791027,ETS
2024-03-29,5254.35009765625,5226.939942865481,ETS
2024-04-05,5204.33984375,5256.415628674987,ETS
2024-04-12,5123.41015625,5215.299919841807,ETS
2024-04-19,4967.22998046875,5138.81884965938,ETS
2024-04-26,5099.9599609375,4991.545097629073,ETS
2024-05-03,5127.7900390625,5092.934892730223,ETS
2024-05-10,5222.68017578125,5129.004697371811,ETS
2024-05-17,5303.27001953125,5217.318319478826,ETS
2024-05-24,5304.72021484375,5298.781590407762,ETS
2024-05-31,5277.509765625,5309.191172027576,ETS
2024-06-07,5346.990234375,5286.1897309991,ETS
2024-06-14,5431.60009765625,5345.321415536968,ETS
2024-06-21,5464.6201171875,5427.087229149388,ETS
2024-06-28,5460.47998046875,5465.568913681151,ETS
2024-07-05,5567.18994140625,5466.200486112843,ETS
2024-07-12,5615.35009765625,5561.043343084396,ETS
2024-07-19,5505.0,5614.435849468811,ETS
2024-07-26,5459.10009765625,5522.408473601655,ETS
2024-08-02,5346.56005859375,5471.337485030767,ETS
2024-08-09,5344.16015625,5365.667408581557,ETS
2024-08-16,5554.25,5351.702540364301,ETS
2024-08-23,5634.60986328125,5536.726062107065,ETS
2024-08-30,5648.39990234375,5628.814576542068,ETS
2024-09-06,5408.419921875,5651.3733929318305,ETS
2024-09-13,5626.02001953125,5440.76461264365,ETS
2024-09-20,5702.5498046875,5610.4382095236615,ETS
2024-09-27,5738.169921875,5697.406228940309,ETS
2024-10-04,5751.06982421875,5738.779684376742,ETS
2024-10-11,5815.02978515625,5754.868906001567,ETS
2024-10-18,5864.669921875,5813.47497883501,ETS
2024-10-25,5808.1201171875,5864.1241363185645,ETS
2024-11-01,5728.7998046875,5819.571415047232,ETS
2024-11-08,5995.5400390625,5744.134805278358,ETS
2024-11-15,5870.6201171875,5972.587887356117,ETS
2024-11-22,5969.33984375,5887.223704119487,ETS
2024-11-29,6032.3798828125,5965.340421879911,ETS
2024-12-06,6090.27001953125,6030.075270086315,ETS
2024-12-13,6051.08984375,6088.737824101168,ETS
2024-12-20,5930.85009765625,6060.508987736473,ETS
2024-12-27,5970.83984375,5950.558382162528,ETS
