timestamp,actual,prediction,model
2023-01-06,3895.080078125,3966.2971523015817,lightGBM
2023-01-13,3999.090087890625,3992.976217444142,lightGBM
2023-01-20,3972.610107421875,4161.964549953248,lightGBM
2023-01-27,4070.56005859375,3889.247000182072,lightGBM
2023-02-03,4136.47998046875,3924.3707676322483,lightGBM
2023-02-10,4090.4599609375,3959.554360530844,lightGBM
2023-02-17,4079.090087890625,4000.562746710586,lightGBM
2023-02-24,3970.0400390625,3910.7682233945584,lightGBM
2023-03-03,4045.639892578125,4181.0055382514765,lightGBM
2023-03-10,3861.590087890625,4335.624669966244,lightGBM
2023-03-17,3916.639892578125,4193.872499280493,lightGBM
2023-03-24,3970.989990234375,4388.396155548409,lightGBM
2023-03-31,4109.31005859375,4466.186683554938,lightGBM
2023-04-07,4105.02001953125,4463.416790676864,lightGBM
2023-04-14,4137.64013671875,4558.054921254626,lightGBM
2023-04-21,4133.52001953125,4512.248192384942,lightGBM
2023-04-28,4169.47998046875,4294.380710263182,lightGBM
2023-05-05,4136.25,4279.202347878569,lightGBM
2023-05-12,4124.080078125,4403.281189565795,lightGBM
2023-05-19,4191.97998046875,4394.998061878831,lightGBM
2023-05-26,4205.4501953125,4528.146942481712,lightGBM
2023-06-02,4282.3701171875,4622.081717039534,lightGBM
2023-06-09,4298.85986328125,4645.344590057287,lightGBM
2023-06-16,4409.58984375,4644.602667907515,lightGBM
2023-06-23,4348.330078125,4594.267779760785,lightGBM
2023-06-30,4450.3798828125,4602.043948882966,lightGBM
2023-07-07,4398.9501953125,4632.372776152162,lightGBM
2023-07-14,4505.419921875,4652.603336270483,lightGBM
2023-07-21,4536.33984375,4553.530284684963,lightGBM
2023-07-28,4582.22998046875,4663.2733171533255,lightGBM
2023-08-04,4478.02978515625,4666.599828693325,lightGBM
2023-08-11,4464.0498046875,4672.412245127084,lightGBM
2023-08-18,4369.7099609375,4670.4138107631425,lightGBM
2023-08-25,4405.7099609375,4652.120787189312,lightGBM
2023-09-01,4515.77001953125,4635.763683973798,lightGBM
2023-09-08,4457.490234375,4651.396310946491,lightGBM
2023-09-15,4450.31982421875,4641.598558820219,lightGBM
2023-09-22,4320.06005859375,4641.598558820219,lightGBM
2023-09-29,4288.0498046875,4639.91307553814,lightGBM
2023-10-06,4308.5,4630.67306983987,lightGBM
2023-10-13,4327.77978515625,4642.594233230304,lightGBM
2023-10-20,4224.16015625,4642.594233230304,lightGBM
2023-10-27,4117.3701171875,4784.887417565424,lightGBM
2023-11-03,4358.33984375,4784.887417565424,lightGBM
2023-11-10,4415.240234375,4842.757772524202,lightGBM
2023-11-17,4514.02001953125,4804.75757807975,lightGBM
2023-11-24,4559.33984375,4877.147880638522,lightGBM
2023-12-01,4594.6298828125,4885.794256975558,lightGBM
2023-12-08,4604.3701171875,4885.794256975558,lightGBM
2023-12-15,4719.18994140625,4734.198378719002,lightGBM
2023-12-22,4754.6298828125,4767.022649426601,lightGBM
2023-12-29,4769.830078125,4820.581130567005,lightGBM
2024-01-05,4697.240234375,4748.934261423105,lightGBM
2024-01-12,4783.830078125,5043.198011109205,lightGBM
2024-01-19,4839.81005859375,5002.101712366958,lightGBM
2024-01-26,4890.97021484375,4981.6273927925295,lightGBM
2024-02-02,4958.60986328125,4964.41312957849,lightGBM
2024-02-09,5026.60986328125,4841.30836667045,lightGBM
2024-02-16,5005.56982421875,4941.833501977792,lightGBM
2024-02-23,5088.7998046875,5108.748069630395,lightGBM
2024-03-01,5137.080078125,4932.978078108435,lightGBM
2024-03-08,5123.68994140625,4923.738072410163,lightGBM
2024-03-15,5117.08984375,5161.268304419275,lightGBM
2024-03-22,5234.18017578125,5161.268304419275,lightGBM
2024-03-29,5254.35009765625,5240.154449733971,lightGBM
2024-04-05,5204.33984375,5275.421467224247,lightGBM
2024-04-12,5123.41015625,5275.421467224247,lightGBM
2024-04-19,4967.22998046875,5275.421467224247,lightGBM
2024-04-26,5099.9599609375,5289.501926267137,lightGBM
2024-05-03,5127.7900390625,5328.17976694109,lightGBM
2024-05-10,5222.68017578125,5345.55486940389,lightGBM
2024-05-17,5303.27001953125,5401.766734649603,lightGBM
2024-05-24,5304.72021484375,5443.672621518763,lightGBM
2024-05-31,5277.509765625,5417.8736507765625,lightGBM
2024-06-07,5346.990234375,5249.104591092329,lightGBM
2024-06-14,5431.60009765625,5293.958429687792,lightGBM
2024-06-21,5464.6201171875,5340.365126448496,lightGBM
2024-06-28,5460.47998046875,5382.586230722865,lightGBM
2024-07-05,5567.18994140625,5371.5920789895,lightGBM
2024-07-12,5615.35009765625,5631.901067272632,lightGBM
2024-07-19,5505.0,5549.550653218609,lightGBM
2024-07-26,5459.10009765625,5302.52601810575,lightGBM
2024-08-02,5346.56005859375,5263.185050135219,lightGBM
2024-08-09,5344.16015625,5309.591746895923,lightGBM
2024-08-16,5554.25,5398.219547930998,lightGBM
2024-08-23,5634.60986328125,5488.305427155131,lightGBM
2024-08-30,5648.39990234375,5738.923331249424,lightGBM
2024-09-06,5408.419921875,5865.5890327105,lightGBM
2024-09-13,5626.02001953125,5736.662510640758,lightGBM
2024-09-20,5702.5498046875,5865.5890327105,lightGBM
2024-09-27,5738.169921875,5865.5890327105,lightGBM
2024-10-04,5751.06982421875,5865.5890327105,lightGBM
2024-10-11,5815.02978515625,5865.5890327105,lightGBM
2024-10-18,5864.669921875,5865.5890327105,lightGBM
2024-10-25,5808.1201171875,5865.5890327105,lightGBM
2024-11-01,5728.7998046875,5865.5890327105,lightGBM
2024-11-08,5995.5400390625,5865.5890327105,lightGBM
